,LABEL,TEXT,PROCESSED_TEXT
2352,0,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",dear voucher holder 2 claim week offer pc http://www.e-tlp.co.uk/expressoffer ts&c apply.2 stop text txt stop 80062
2353,-1,"How about clothes, jewelry, and trips?",clothe jewelry trip
2354,-1,Talk to g and x about that,talk g x
2355,-1,"Gosh that , what a pain. Spose I better come then.",gosh pain spose well come
2356,-1,Oh god i am happy to see your message after 3 days,oh god happy message 3 day
2357,-1,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",hmm unfortunately pic obviously nt hot cake kinda fun tho
2358,0,This message is brought to you by GMW Ltd. and is not connected to the,message bring gmw ltd connect
2359,-1,Many more happy returns of the day. I wish you happy birthday.,happy returns day wish happy birthday
2360,-1,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",hi shanil rakhesh here.thanks exchange uncut diamond stuff.leave excellent service dino prem
2361,-1,"Sorry, went to bed early, nightnight",sorry go bed early nightnight
2362,-1,Yes but I don't care cause I know its there!,yes care cause know
2363,-1,Huh means computational science... Y they like dat one push here n there...,huh mean computational science y like dat push n
2364,-1,You do your studies alone without anyones help. If you cant no need to study.,study anyone help not need study
2365,-1,Then ur sis how?,ur sis
2366,-1,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ",way transport problematic sat night way u want ask n join bday feel free need know definite nos booking fri
2367,-1,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",awesome plan time like text detail wee bit
2368,-1,Hui xin is in da lib.,hui xin da lib
2369,-1,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,boo ' m way mom make tortilla soup yummmm
2370,-1,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,hi babe thanks come not well!i want bed hope soon love kiss xxx
2372,1,"Your iPhone ID is due to expire today, Please tap https://is.gd/AppVerify to update and prevent loss of services and Apps.",iphone d expire today tap https://is.gd/appverify update prevent loss service app
2373,-1,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",mmmmm love wake word morning miss love hope day go happy wait
2374,-1,Wat makes some people dearer is not about de happiness dat u feel when u meet them but about d pain u feel when u miss dem!!!,wat make people dear de happiness dat u feel u meet d pain u feel u miss dem
2375,-1,Think + da. You wil do.,think + da wil
2376,-1,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",gettin bit arty collage mo tryin 2 ne way got roast min lovely shall enjoy
2378,-1,"Damn, can you make it tonight or do you want to just wait til tomorrow",damn tonight want wait til tomorrow
2379,-1,X2  &lt;#&gt; . Are you going to get that,x2 go
2380,-1,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY.",look amy ure beautiful intelligent woman like u lot know u dont like like dont worry
2381,-1,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,ha e thing get tv 2 watch u thk 2 tonight u haf smth mind
2382,-1,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,sort code acc bank natwest reply confirm ' ve send right person
2383,-1,As per your request 'Maangalyam (Thirupathe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,request maangalyam thirupathe set callertune caller press 9 copy friend callertune
2384,-1,R ü comin back for dinner?,r u comin dinner
2385,-1,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; ",sorry later meeting thing relate trade arul
2386,0,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry  call 08452810073,free entry 2 weekly comp chance win ipod txt pod 80182 entry ph_number
2387,-1,Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?,hi miss mumhas beendropping red wine theplace adress
2388,-1,Good Morning my Dear........... Have a great &amp; successful day.,good morning dear great successful day
2389,-1,"We're all getting worried over here, derek and taylor have already assumed the worst",get worried derek taylor assume bad
2390,-1,I went to project centre,go project centre
2391,-1,Pls speak to that customer machan.,pls speak customer machan
2392,-1,Oh yeah clearly it's my fault,oh yeah clearly fault
2393,-1,Sure but since my parents will be working on Tuesday I don't really need a cover story,sure parent work tuesday need cover story
2394,-1,"Sorry, I'll call later�hope u understand..",sorry later hope u understand
2395,0,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com,win year supply cds 4 store ur choice worth £ 500 enter £ 100 weekly draw txt music 87066 ts&c www.ldew.com
2396,-1,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-),read gud habit nan bari hudgi yorge pataistha ertini kano
2397,-1,I am not sure about breakfast menu. . . I know only about noon menu,sure breakfast menu know noon menu
2398,-1,Why she wants to talk to me,want talk
2399,-1,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,good day too.pray me.remove tooth painful maintain stuff
2400,1,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382,free camera phone linerental 4.49 month 750 cross ntwk min 1/2 price txt bundle deal avble ph_number
2401,-1,Ok. Very good. Its all about making that money.,ok good make money
2402,0,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,free 1st week no1 nokia tone 4 ur mobile week txt nokia 8077 txting tell ur mates www.getzed.co.uk pobox 36504 w45wq 16 + norm150p tone
2403,1,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,conacte dating service enter phone fancy you!to find landline ph_number pobox12n146tf15
2405,-1,Wewa is 130. Iriver 255. All 128 mb.,wewa 130 iriver 255 128 mb
2406,-1,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",hmmm thought say 2 hour slave 3 late punish
2407,-1,U having lunch alone? I now so bored...,u have lunch bored
2408,-1,DO U WANT 2 MEET UP 2MORRO,u want 2 meet 2morro
2409,-1,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...,yes ammae life take lot turn sit try hold steering
2410,-1,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,pls ahead watts wanted sure great weekend abiola
2411,-1,Yar else i'll thk of all sorts of funny things.,yar thk sort funny thing
2412,-1,Surly ill give it to you:-) while coming to review.,surly ill come review
2413,0,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",rock yr chik 100 filthy film xxx pics yr phone rply filth 69669 saristar ltd e14 9yt ph_number 450p 5 day stop2 cancel
2414,-1,Nope i waiting in sch 4 daddy...,nope wait sch 4 daddy
2415,0,	Hey I am really want to chat  text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,hey want chat text hot 69698 text charge 150pm unsubscribe text stop 69698
2416,-1,"Didn't try, g and I decided not to head out",try g decided head
2417,-1,Pls she needs to dat slowly or she will vomit more.,pls need dat slowly vomit
2418,-1,Where are you ? You said you would be here when I woke ... :-(,say wake
2419,-1,What time you coming down later?,time come later
2420,-1,Then get some cash together and I'll text jason,cash text jason
2421,-1,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",2 sleeping bag 1 blanket paper phone detail
2422,-1,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",honeybee say ' m d sweetest d world god laugh say wait u havnt meet d person read msg moral god crack joke gm+gn+ge+gn
2423,-1,"Hi this is yijue, can i meet u at 11 tmr?",hi yijue meet u 11 tmr
2424,0,subscribe to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,subscribe weekly ringtone 1st week free send subpoly 81618-?3 week stop sms- ph_number
2425,0,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",free entry gr8prize wkly comp 4 chance win late nokia 8800 psp £ 250 cash wk.txt great 80878 http//www.gr8prizes.com ph_number
2426,-1,Ok. No wahala. Just remember that a friend in need ...,ok wahala remember friend need
2427,0,"MAAC(leader in 3d animation, vfx, multimedia, gaming)announces free seminar NEXT IN BOLLYWOOD, on 28MAY by industry professionals.Call now 9239285278 for passes.",maac leader 3d animation vfx multimedia gaming)announce free seminar bollywood 28may industry professionals.call ph_number pass
2428,-1,Then u drive lor.,u drive lor
2429,-1,Ok�tell me later�,ok tell later
2430,-1,Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx,hi kate lovely tonight ill phone tomorrow get sing guy give card xxx
2431,-1,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",anyways gym love smile hope ok have good day babe miss
2432,0,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,dear ph_number u've invite xchat final attempt contact u txt chat 86688
2433,-1,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,hey gorgeous man work mobile number good babe squishy mwah
2434,-1,Quite lor. But dun tell him wait he get complacent...,lor dun tell wait complacent
2435,-1,I just really need shit before tomorrow and I know you won't be awake before like 6,need shit tomorrow know wo awake like 6
2436,0,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",hello darling today love chat not tell look like sexy
2437,-1,Was the farm open?,farm open
2438,1,"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm","urgent mobile win £ 2,000 bonus caller prize 02/06/03 2nd attempt reach ph_number asap box97n7qp 150ppm"
2439,-1,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,lol nah bad thanks good b home reality check s ur day u website
2440,0,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA,claire havin borin time u wanna cum 2nite chat ph_number hope 2 c u luv claire xx calls£1 minmoremobsemspobox45po139wa
2441,-1,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,yeah think use gt atm register sure help let know sure ready
2442,-1,Good evening! this is roger. How are you?,good evening roger
2443,-1,I will come to ur home now,come ur home
2444,0,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,want new video phone 750 anytime network min half price line rental free text 3 month reply ph_number free delivery
2445,-1,Carry on not disturbing both of you,carry disturbing
2446,-1,7 at esplanade.. Do ü mind giving me a lift cos i got no car today..,7 esplanade u mind give lift cos get car today
2447,-1,Sac will score big hundred.he is set batsman:-),sac score big hundred.he set batsman
2449,1,You have exited the specified 1 mile radius on three separate occasions today. A penalty notice has been issued to your address held on the electoral roll. More info & appeals can be filed at gov.uk/cvpenalty Stay at home. Protect the NHS. Save lives.,exit specify 1 mile radius separate occasion today penalty notice issue address hold electoral roll info appeal file gov.uk/cvpenalty stay home protect nhs save life
2450,-1,Carlos'll be here in a minute if you still need to buy,carlos'll minute need buy
2451,-1,No..its ful of song lyrics..,ful song lyric
2452,1,"WINNER!7827156256 is chosen for $2500 CASH prize, call+38977148576 now",winner ! ph_number choose $ 2500 cash prize call+ ph_number
2453,-1,Do you work all this week ?,work week
2454,-1,Please tell me you have some of that special stock you were talking about,tell special stock talk
2455,-1,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,2 oz guy kinda flaky friend interested pick $ worth tonight possible
2456,-1,Gam gone after outstanding innings.,gam go outstanding inning
2457,-1,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",oh rite m good mate pete go 4 week+ 2geva long week
2458,-1,Hey what happen de. Are you alright.,hey happen de alright
2459,-1,Dear how you. Are you ok?,dear ok
2460,-1,Lol yeah at this point I guess not,lol yeah point guess
2461,-1,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,die man feel sad wanted know probably go late night
2462,0,"Residential plot allotment in New Moradabad Nearby Holiday Regency 5* Hotal, plots size 90,112,162,200,300,351,400sq.mtr, rate 5000@sq.mtr call on 9540953304","residential plot allotment new moradabad nearby holiday regency 5 hotal plot size 90,112,162,200,300,351,400sq.mtr rate email ph_number"
2463,-1,I send the print  outs da.,send print out da
2464,-1,Oh yeah I forgot. U can only take 2 out shopping at once.,oh yeah forgot u 2 shop
2465,-1,I'm fine. Hope you are good. Do take care.,' m fine hope good care
2466,-1,Doing my masters. When will you buy a bb cos i have for sale and how's bf,master buy bb cos sale bf
2467,-1,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",mum ' ve send message get want know actually get enjoy rest day
2468,-1,Hey come online! Use msn... We are all there,hey come online use msn
2469,-1,Was doing my test earlier. I appreciate you. Will call you tomorrow.,test early appreciate tomorrow
2470,0,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,ur cash balance currently 500 pound maximize ur cash send collect 83600 150p msg cc ph_number po box 114/14 tcr w1
2471,-1,ok. I am a gentleman and will treat you with dignity and respect.,ok gentleman treat dignity respect
2472,-1,I dont thnk its a wrong discussion...,not thnk wrong discussion
2473,-1,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,get ur favorite oyster n get favorite sashimi ok lar dun wait ur stomach start rumble
2474,-1,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",information ikea spell caps yell think leave sit bed mess come say go get home class try bullshit make want listen
2475,-1,"I sent you the prices and do you mean the  &lt;#&gt; g,",send price mean g
2476,-1,Oh yeah! And my diet just flew out the window,oh yeah diet fly window
2477,-1,I love working from home :),love work home
2478,-1,"I can't right this second, gotta hit people up first",right second got to hit people
2479,-1,Gettin rdy to ship comp,gettin rdy ship comp
2480,-1,Just now saw your message.it k da:),see message.it k da
2481,-1,Ok then i come n pick u at engin?,ok come n pick u engin
2482,-1,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,catch bus frying egg tea eat mom leave dinner feel love
2483,-1,Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,happy return d day dear sweet heart happy birthday dear
2484,-1,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",alright bring like min
2485,-1,"Me also da, i feel yesterday night  wait til 2day night dear.",da feel yesterday night wait til 2day night dear
2486,-1,How many times i told in the stage all use to laugh. You not listen aha.,time tell stage use laugh listen aha
2487,-1,Captain vijaykanth is doing comedy in captain tv..he is drunken :),captain vijaykanth comedy captain tv drunken
2488,-1,Hope you are having a good week. Just checking in,hope have good week check
2489,-1,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",good afternoon loverboy go day luck come way think sweetie send love sea smile happy
2490,-1,"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",im cool ta luv v.tired 2 cause doin loads planning wk get social services inspection nursery care spk sn x.
2491,-1,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch,u doin baby girl hope u okay time ure phone miss u touch
2492,-1,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,ok theory test u go book think 21 coz think wanna jiayin not free
2493,1,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345,link picture send use http://alto18.co.uk/wave/wave.asp?o=44345
2494,-1,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,cme want hos 2morow wil cme get dear nt time
2495,1,"Nationwide has noticed your debit card was recently used on 25-10-2015 13.04.43, at APPLE ONLINE STORE for 1976.00 GBP. If not you please urgently call fraud preventaion on 03303800232 or intl +443303800231. Do not reply by SMS http://www.Nationwide.co.uk/",nationwide notice debit card recently 25 10 2015 13.04.43 apple online store 1976.00 gbp urgently fraud preventaion ph_number intl + ph_number reply sm http://www.nationwide.co.uk/
2496,1,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 .  Help08718728876",mila age23 blonde new uk look sex uk guy u like fun text mtalk 69866.18 help ph_number
2497,1,Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,urgent ph_number landline £ 5000 cash 4 holiday await collection t cs sae po box 177 m227xy 16 +
2498,-1,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,ok pop ask bout say tonght wen girl come
2499,-1,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,' m da intro cover energy trend n pro n con brief description nuclear fusion n oso brief history iter n jet get abt 7 n half page
2500,1,	December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,december mobile 11mths+ entitle update late colour camera mobile free mobile update co free ph_number
2501,-1,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,m fine babes ai nt 2 tho see scary movie yest funny want 2mrw afternoon town mall sumthin?xx
2502,-1,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)",wn u r hurt d prsn s close 2 u fight wit dem coz somtimes dis fight save relation bt quiet leave nothin relation gud eveb-
2503,0,"One call can change your life.Weight loss & gain 5 to 25 kg no side effect, 100% ayurvedic product with money back guarantee.CALL-9871993238,9871965149","change life.weight loss gain 5 25 kg effect 100 ayurvedic product money guarantee.call-9871993238 , ph_number"
2504,-1,Thanks love. But am i doing torch or bold.,thank love torch bold
2505,-1,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been?,lot happen feel quiet beth aunt charlie work lot helen mo
2506,-1,Hi dis is yijue i would be happy to work wif ü all for gek1510...,hi dis yijue happy work wif u gek1510
2507,-1,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,children were there with her�.",say u mind bedroom minute ok sed sexy mood come 5 minut latr wid cake n wife child
2508,-1,Cos i want it to be your thing,cos want thing
2509,-1,"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng",life wen v life wen v miss real value people wil realize absence gud mrng
2510,-1,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",money issue weigh thanks breathe easier i.ll sure not regret thank
2511,-1,You will be in the place of that man�U hv to perform..,place man u hv perform
2512,-1,Ok no prob... I'll come after lunch then...,ok prob come lunch
2513,1,We owe you for the last tax year. Please follow our secure link http:Ow.ly/ozvo308t.Jxz for more information.,owe tax year follow secure link http ow.ly ozvo308t.jxz information
2514,-1,In that case I guess I'll see you at campus lodge,case guess campus lodge
2515,-1,I want to sent  30 mesages today. Sorry,want send 30 mesage today sorry
2516,-1,Lol great now im getting hungry.,lol great m get hungry
2517,-1,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like",get like $ later feel like
2519,-1,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,ur face test 1 2 3 4 5 6 7 8 9 select number tell ur face astrology wait quick reply
2520,-1,"That means you got an A in epi, she.s fine. She.s here now.",mean get epi she. fine she.
2521,-1,That's y u haf 2 keep me busy...,y u haf 2 busy
2522,-1,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",naughty little thought well flirt flirt n flirt love n gettin hurt hurt n hurt gud nyt
2523,-1,Are you still playing with gautham?,play gautham
2524,-1,When i have stuff to sell i.ll tell you,stuff sell i.ll tell
2525,-1,"ow u dey.i paid 60,400thousad.i told  u would call . ","ow u dey.i pay 60,400thousad.i tell u"
2526,-1,Tell rob to mack his gf in the theater,tell rob mack gf theater
2527,0,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,-pls stop bootydelious 32 f invite friend reply yes-434 no-434 www.sms.ac/u/bootydelious stop send stop frnd 62468
2528,-1,Yup ok...,yup ok
2529,-1,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",party 7 day week study lightly think need draw custom checkboxe know hardcore
2530,-1,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,mm entirely sure understand text hey ho weekend
2531,-1,Thts god's gift for birds as humans hav some natural gift frm god..,thts god gift bird human hav natural gift frm god
2532,-1,Are you plans with your family set in stone ?,plan family set stone
2533,-1,"K, if u bored up just come to my home..",k u bored come home
2534,-1,No..but heard abt tat..,hear abt tat
2535,0,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for £3/wk,free > ringtone reply real poly eg real1 1 pushbutton 2 dontcha 3 babygoodbye 4 golddigger 5 webeburnin 1st tone free 6 u join £ 3 wk
2536,-1,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,probably money worry thing come outstanding invoice work month ago
2537,-1,Oh ok.. Wat's ur email?,oh ok wat ur email
2538,-1,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",hi way u 2day normal way&this real ur unique&i hope know u 4 rest mylife hope u find wot lose
2539,1,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",claim 200 shopping spree ph_number won mobstorequiz10ppm
2540,-1,When did you get to the library,library
2541,-1,Well its not like you actually called someone a punto. That woulda been worse.,like actually call punto woulda bad
2542,1,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",44 ph_number want new nokia 3510i colour phone deliveredtomorrow 300 free minute mobile + 100 free text + free camcorder reply ph_number
2543,-1,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,lot sickness thing go round easy hope u feel well soon lol
2544,-1,Erutupalam thandiyachu,erutupalam thandiyachu
2546,-1,Wat time u finish ur lect today?,wat time u finish ur lect today
2547,-1,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,hi baby ve get work want u allday hope not piss u phone today u xxx
2548,-1,Ok�great�.,ok great
2549,-1,Call me when u're done...,u're
2550,-1,Well. Im computerless. Time to make some oreo truffles,m computerless time oreo truffle
2551,-1,Still in the area of the restaurant. Ill try to come back soon,area restaurant ill try come soon
2552,-1,What you thinked about me. First time you saw me in class.,think time see class
2553,-1,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow for sure..,ok bus come soon come tomorrow sure
2554,-1,I dont know exactly could you ask chechi.,nt know exactly ask chechi
2555,-1,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,account refill successfully inr
2556,-1,Where's my boytoy? I miss you ... What happened?,boytoy miss happen
2557,1,CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16,cds 4u congratulation ur award £ 500 cd gift voucher £ 125 gift guarantee freeentry 2 £ 100 wkly draw xt music 87066 tnc www.ldew.com1win150ppmx3age16
2558,-1,I am joining today formally.Pls keep praying.will talk later.,join today formally.pls praying.will talk later
2559,-1,Cheers for the card ... Is it that time of year already?,cheers card time year
2560,-1,If he wll start searching he will get job in few days.,wll start search job day
2561,-1,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,sis catch e e afternoon ' m watch w c u wan 2 watch today tmr lor
2562,1,	YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,choose receive £ 350 award pls claim number ph_number collect award select receive value mobile customer
2563,0,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW!,england official poly ringtone colour flag yer mobile text tone flag 84199
2564,-1,So i asked how's anthony. Dad. And your bf,ask anthony dad bf
2565,-1,Merry christmas to u too annie!,merry christmas u annie
2566,-1,"Aight, I'll hit you up when I get some cash",aight hit cash
2567,-1,"Come to me right now, Ahmad",come right ahmad
2568,-1,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,hi darlin m helens fone m go to b princes 2 nite come tb love kate
2569,-1,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",ah confuse thing not think friend maybe wrong thing sort invite -tho come cos money
2570,-1,I can take you at like noon,like noon
2571,-1,"Cool, I'll text you in a few",cool text
2572,-1,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,hello boytoy geeee ' m miss today like send tm remind ' m think love love kiss
2573,-1,"Not yet chikku..going to room nw, i'm in bus..",chikku go room nw ' m bus
2574,-1,"No, I was trying it all weekend ;V",try weekend v
2576,-1,Great. So should i send you my account number.,great send account number
2578,0,ONLY FOR GIRLS BBA/MBA/EXECUTIVE MBA/B.SC.IT/BIO TECH/B.TECH FLEXIBLE TIMINGS GOVT.RECOGNIZED(www.bsaitm.in) JOIN BSAITM VIKASPURI 9873000679/9650354070,girls bba mba executive mba b.sc.it bio tech b.tech flexible timings govt.recognized www.bsaitm.in join bsaitm vikaspuri ph_number ph_number
2579,-1,"34000 of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",34000 pple marry lover becz hav gud undrstndng dat avoid problem send dis 2 u u wil gud news friday d person like tomorrow good day life not break chain break suffer send min whn u read
2580,0,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",hi sexychat girl wait text text great night chatting send stop stop service
2581,-1,Me too baby! I promise to treat you well! I bet you will take good care of me...,baby promise treat bet good care
2582,-1,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",hey babe saw come online second disappeared happen
2583,-1,"I will call you later, I don't have network. ",later network
2584,-1,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,sad story man week b'day wife did'nt wish parent forget n kid go work colleague wish
